Month,ID,Name,Age,AnnualIncome,MonthlyInhandSalary,NumBankAccounts,NumCreditCard,InterestRate,NumofLoan,TypeofLoan,Delayfromduedate,NumofDelayedPayment,ChangedCreditLimit,NumCreditInquiries,CreditMix,OutstandingDebt,CreditUtilizationRatio,CreditHistoryAge,PaymentofMinAmount,TotalEMIpermonth,Amountinvestedmonthly,PaymentBehaviour,MonthlyBalance,CreditScore,,,,,,,,,,,,
June,61,Isabel Reynoldsb,22,19981.6,1459.133333,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,19,23.58,12,,4834.59,38.9777452,10 Years and 7 Months,NM,78.41827155,42.4353362,HighspentSmallvaluepayments,285.0597256,Standard,,,,,,,,,,,,
July,61,Isabel Reynoldsb,22,19981.6,1459.133333,10,8,20,7_,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,23,23.58,12,_,4834.59,32.41892514,10 Years and 8 Months,Yes,78.41827155,130.8351969,Low_spent_Large_value_payments,206.6598648,Poor,,,,,,,,,,,,
August,61,Isabel Reynoldsb,22,19981.6,1459.133333,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,21,23.58,12,Bad,4834.59,30.8132951,10 Years and 9 Months,Yes,78.41827155,171.6398273,Low_spent_Small_value_payments,185.8552345,Poor,,,,,,,,,,,,
January,62,Laup,18,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,,13.92,2,Standard,1219.39,34.50073214,31 Years and 1 Months,Yes,214.8134632,77.2660256,HighspentLargevaluepayments,541.5985112,Standard,,,,,,,,,,,,
February,62,Laup,19,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,20,14.92,2,Standard,1219.39,35.72613069,31 Years and 2 Months,Yes,214.8134632,113.162405,HighspentMediumvaluepayments,515.7021318,Standard,,,,,,,,,,,,
March,62,Laup,19,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,17,19.92,2,,1219.39,37.97265478,31 Years and 3 Months,Yes,214.8134632,321.1426678,LowspentMediumvaluepayments,337.721869,Standard,,,,,,,,,,,,
April,62,,19,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,17,13.92,2,Standard,1219.39,34.81301084,31 Years and 4 Months,Yes,214.8134632,153.8744615,HighspentMediumvaluepayments,474.9900753,Standard,,,,,,,,,,,,
May,62,Laup,19,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",15,20,13.92,2,Standard,1219.39,33.0159281,31 Years and 5 Months,Yes,214.8134632,424.0584112,LowspentSmallvaluepayments,244.8061256,Standard,,,,,,,,,,,,
June,62,Laup,19,73737.36,5936.78,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,20,13.92,2,Standard,1219.39,26.38962385,31 Years and 6 Months,Yes,214.8134632,188.5743324,HighspentMediumvaluepayments,440.2902044,Standard,,,,,,,,,,,,
July,62,Laup,19,73737.36_,5936.78,7,3,18,4_,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,20,13.92,2,Standard,1219.39,26.72895815,31 Years and 7 Months,Yes,214.8134632,245.0679747,!@9#%8,413.7965621,Standard,,,,,,,,,,,,
August,62,Laup,19,73737.36,,7,3,18,4,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,17,13.92,2,Standard,1219.39,37.84472129,31 Years and 8 Months,Yes,214.8134632,428.4559993,Low_spent_Large_value_payments,220.4085375,Standard,,,,,,,,,,,,
January,63,Christopher Doeringv,33,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",17,5,11.01,4,Good,325.93,26.64350552,NA,No,211.1843903,185.3272952,HighspentLargevaluepayments,569.0421478,Good,,,,,,,,,,,,
February,63,Christopher Doeringv,33,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,10,9.01,4,Good,325.93,36.5905132,30 Years and 9 Months,No,211.1843903,472.7754275,LowspentMediumvaluepayments,321.5940155,Good,,,,,,,,,,,,
March,63,Christopher Doeringv,33,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",17,8,11.01,4,Good,325.93,26.86579943,30 Years and 10 Months,No,211.1843903,187.5698797,HighspentSmallvaluepayments,586.7995633,Standard,,,,,,,,,,,,
April,63,Christopher Doeringv,34,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,8,11.01,4,Good,325.93,31.5286769,30 Years and 11 Months,No,211.1843903,283.3812328,HighspentMediumvaluepayments,480.9882102,Good,,,,,,,,,,,,
May,63,Christopher Doeringv,34,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,8,11.01,6,,325.93,30.30042098,31 Years and 0 Months,NM,211.1843903,,LowspentSmallvaluepayments,40.66430409,Good,,,,,,,,,,,,
June,63,Christopher Doeringv,34,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,6,11.01,6,Good,325.93,38.41963348,31 Years and 1 Months,No,211.1843903,214.6101098,LowspentMediumvaluepayments,579.7593332,Good,,,,,,,,,,,,
July,63,Christopher Doeringv,34,88362.46,7255.538333,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,,11.01,6,Good,325.93,22.7838452,NA,No,211.1843903,354.4591577,High_spent_Small_value_payments,419.9102852,Good,,,,,,,,,,,,
August,63,Christopher Doeringv,34,88362.46,,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",15,7,11.01,1251,Good,325.93,36.53896301,31 Years and 3 Months,No,211.1843903,80.07134636,High_spent_Large_value_payments,674.2980966,Good,,,,,,,,,,,,
January,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,10,3.69,4,Good,191.09,29.14953015,17 Years and 1 Months,NM,0,227.6187415,HighspentLargevaluepayments,1023.886258,Good,,,,,,,,,,,,
February,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,10,3.69,4,,191.09,34.34487102,17 Years and 2 Months,No,0,338.7642171,LowspentLargevaluepayments,942.7407829,Standard,,,,,,,,,,,,
March,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,7,-0.31,4,Good,191.09,32.68206167,17 Years and 3 Months,No,0,545.8997341,LowspentSmallvaluepayments,755.6052659,Good,,,,,,,,,,,,
April,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,7,3.69,4,Good,191.09,44.24642053,17 Years and 4 Months,No,0,10000,HighspentMediumvaluepayments,1142.147936,Good,,,,,,,,,,,,
May,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,10,3.69,8,Good,191.09,29.32435284,17 Years and 5 Months,NM,0,670.5779061,HighspentSmallvaluepayments,600.9270939,Standard,,,,,,,,,,,,
June,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,10,3.69,8,Good,191.09,43.96183939,17 Years and 6 Months,No,0,324.6255705,HighspentMediumvaluepayments,936.8794295,Good,,,,,,,,,,,,
July,64,Michelley,45,118248.6,10115.05,5,1,4,0,,13,,4.69,8,Good,191.09,33.22380962,17 Years and 7 Months,No,0,509.4292024,Low_spent_Medium_value_payments,782.0757976,Good,,,,,,,,,,,,
August,64,Michelley,45,118248.6,10115.05,5,1,4,0,,18,13,3.69,8,Good,191.09,29.42716484,17 Years and 8 Months,NM,0,614.4651135,Low_spent_Small_value_payments,687.0398865,Good,,,,,,,,,,,,
January,65,Stempelp,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,14.79,7,Standard,1037.45,36.35924552,13 Years and 2 Months,Yes,220.2137267,80.01264638,HighspentMediumvaluepayments,469.5244602,Standard,,,,,,,,,,,,
February,65,Stempelp,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,14.79,7,Standard,1037.45,33.18394227,13 Years and 3 Months,Yes,220.2137267,153.4475402,HighspentMediumvaluepayments,396.0895664,Standard,,,,,,,,,,,,
March,65,Stempelp,26,60162.1,5197.508333,5,7,2607,-100,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,18.79,7,Standard,1037.45,30.91438852,13 Years and 4 Months,Yes,220.2137267,184.5531485,HighspentMediumvaluepayments,364.9839581,Standard,,,,,,,,,,,,
April,65,Stempelp,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,12,14.79,9,Standard,1037.45,27.6412103,13 Years and 5 Months,Yes,220.2137267,356.3858247,LowspentLargevaluepayments,213.1512819,Standard,,,,,,,,,,,,
May,65,Stempelp,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",17,10,14.79,9,,1037.45,32.16686073,13 Years and 6 Months,Yes,220.2137267,96.8446731,HighspentMediumvaluepayments,452.6924335,Standard,,,,,,,,,,,,
June,65,Stempelp,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,11,14.79,9,Standard,1037.45,28.73291735,NA,Yes,220.2137267,450.5601781,LowspentLargevaluepayments,118.9769286,Standard,,,,,,,,,,,,
July,65,,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,13,14.79,9,Standard,1037.45,25.52559354,13 Years and 8 Months,Yes,220.2137267,10000,High_spent_Large_value_payments,451.8138963,Standard,,,,,,,,,,,,
August,65,Stempelp,26,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,12.79,9,Standard,1037.45,32.07861888,13 Years and 9 Months,Yes,50812,231.7664674,Low_spent_Medium_value_payments,347.7706392,Standard,,,,,,,,,,,,
January,66,Wohli,17,75273.24,6552.77,8,943,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9,12.8,6,,2497.34,33.59482507,5 Years and 2 Months,NM,222.6190561,124.6322882,HighspentLargevaluepayments,548.0256556,Standard,,,,,,,,,,,,
February,66,Wohli,17,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",48,9,19.8,6,Standard,2497.34,24.82967191,5 Years and 3 Months,Yes,222.6190561,482.0882842,LowspentLargevaluepayments,220.5696597,Poor,,,,,,,,,,,,
March,66,Wohli,17,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10,12.8,6,,2497.34,39.15098231,5 Years and 4 Months,Yes,222.6190561,162.1888645,HighspentLargevaluepayments,510.4690793,Standard,,,,,,,,,,,,
April,66,Wohli,18,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10,12.8,6,,2497.34,38.05213442,5 Years and 5 Months,Yes,222.6190561,170.3151592,HighspentMediumvaluepayments,512.3427847,Poor,,,,,,,,,,,,
May,66,Wohli,18,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9,12.8,8,Standard,2497.34,35.27464015,5 Years and 6 Months,NM,351.3670447,141.1879102,HighspentMediumvaluepayments,541.4700337,Standard,,,,,,,,,,,,
June,66,Wohli,18,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9,12.8,8,Standard,2497.34,37.90870332,5 Years and 7 Months,Yes,351.3670447,76.68731089,HighspentLargevaluepayments,595.970633,Poor,,,,,,,,,,,,
July,66,Wohli,18,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10,17.8,8,Standard,2497.34,33.04396326,5 Years and 8 Months,Yes,351.3670447,73.1795427,High_spent_Medium_value_payments,609.4784012,Poor,,,,,,,,,,,,
August,66,Wohli,18,75273.24,,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,11,12.8,8,Standard,2497.34,39.12441778,5 Years and 9 Months,Yes,351.3670447,369.4917202,Low_spent_Medium_value_payments,343.1662236,Standard,,,,,,,,,,,,
January,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",36,20,18.42,8,Bad,4795.13,35.80248914,2 Years and 11 Months,Yes,169.4819843,479.5857747,LowspentSmallvaluepayments,70.47299093,Standard,,,,,,,,,,,,
February,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",41,15,18.42,8,,4795.13,32.59131378,3 Years and 0 Months,Yes,169.4819843,229.8721223,LowspentSmallvaluepayments,320.1866434,Standard,,,,,,,,,,,,
March,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",41,17,18.42,8,,4795.13,25.92375905,3 Years and 1 Months,Yes,169.4819843,92.22239678,HighspentMediumvaluepayments,417.8363689,Standard,,,,,,,,,,,,
April,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",41,15,18.42,8,,4795.13,34.79256617,3 Years and 2 Months,Yes,169.4819843,87.26667315,HighspentLargevaluepayments,412.7920925,Standard,,,,,,,,,,,,
May,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",43,17,18.42,11,Bad,4795.13,28.62435875,3 Years and 3 Months,Yes,169.4819843,359.5541628,LowspentSmallvaluepayments,190.5046029,Standard,,,,,,,,,,,,
June,67,,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",41,17,18.42,11,Bad,4795.13,35.95384759,3 Years and 4 Months,Yes,169.4819843,,!@9#%8,260.3700816,Standard,,,,,,,,,,,,
July,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",41,17,18.42,11,Bad,4795.13,35.95969334,3 Years and 5 Months,NM,169.4819843,177.131669,High_spent_Medium_value_payments,332.9270967,Standard,,,,,,,,,,,,
August,67,Goldsteinv,18,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",41,17,18.42,11,Bad,4795.13,28.20185655,3 Years and 6 Months,Yes,169.4819843,118.8780759,High_spent_Medium_value_payments,391.1806898,Standard,,,,,,,,,,,,
January,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",57,23,2.29,,,2425.38,37.340892,13 Years and 1 Months,Yes,116.1034169,121.3798305,!@9#%8,484.9722526,Poor,,,,,,,,,,,,
February,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",57,23,1.29,11,,2425.38,25.16742497,13 Years and 2 Months,Yes,39347,262.7332958,LowspentSmallvaluepayments,393.6187872,Poor,,,,,,,,,,,,
March,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",59,23,6.29,11,Bad,2425.38,36.49072833,13 Years and 3 Months,Yes,116.1034169,182.5464906,LowspentMediumvaluepayments,463.8055925,Poor,,,,,,,,,,,,
April,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",57,,1.29,11,Bad,2425.38,24.82077382,13 Years and 4 Months,Yes,116.1034169,69.22823275,HighspentLargevaluepayments,537.1238503,Standard,,,,,,,,,,,,
May,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",57,23,1.29,11,Bad,2425.38,34.14221724,13 Years and 5 Months,Yes,3864,113.3959015,HighspentLargevaluepayments,492.9561816,Standard,,,,,,,,,,,,
June,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",57,25,1.29,11,Bad,2425.38,34.99081327,13 Years and 6 Months,Yes,116.1034169,628.7091521,LowspentSmallvaluepayments,27.64293096,Standard,,,,,,,,,,,,
July,68,Silvia Aloisiq,42,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",62,,3.29,11,_,2425.38,37.04101847,13 Years and 7 Months,Yes,116.1034169,250.4828399,Low_spent_Medium_value_payments,395.8692432,Poor,,,,,,,,,,,,
August,68,Silvia Aloisiq,4431,58674.66,,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",55,23,1.29,11,_,2425.38,33.80858373,13 Years and 8 Months,NM,116.1034169,334.2691645,Low_spent_Small_value_payments,322.0829186,Poor,,,,,,,,,,,,
January,69,Colew,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,20,8.36,,Standard,580.31,26.97596095,24 Years and 3 Months,No,64.84803821,10000,HighspentMediumvaluepayments,407.2936282,Standard,,,,,,,,,,,,
February,69,Colew,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,23,8.36,4,Standard,580.31,33.55567404,24 Years and 4 Months,No,64.84803821,149.6134397,LowspentLargevaluepayments,327.6921888,Standard,,,,,,,,,,,,
March,69,,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,18,8.36,4,Standard,580.31,35.832413,24 Years and 5 Months,No,64.84803821,10000,HighspentSmallvaluepayments,327.4436392,Standard,,,,,,,,,,,,
April,69,Colew,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,17,8.36,4,Standard,580.31,34.53357345,24 Years and 6 Months,No,64.84803821,60.91459665,HighspentMediumvaluepayments,396.3910318,Standard,,,,,,,,,,,,
May,69,Colew,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",15,18,8.36,4,Standard,580.31,38.00156519,24 Years and 7 Months,No,64504,169.8763743,LowspentLargevaluepayments,307.4292542,Standard,,,,,,,,,,,,
June,69,Colew,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",16,20,8.36,4,Standard,580.31,31.07504071,24 Years and 8 Months,No,64.84803821,225.9197881,LowspentSmallvaluepayments,271.3858404,Standard,,,,,,,,,,,,
July,69,,30,30390.44,,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,21,13.36,4,_,580.31,26.54289675,24 Years and 9 Months,No,64.84803821,68.78610897,High_spent_Large_value_payments,378.5195195,Standard,,,,,,,,,,,,
August,69,Colew,30,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,20,8.36,4,Standard,580.31,22.96052767,NA,No,64.84803821,127.935178,Low_spent_Small_value_payments,369.3704505,Standard,,,,,,,,,,,,
January,70,Longstrethy,42,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",21,20,9.78,9,Bad,2497.48,26.63171974,16 Years and 4 Months,Yes,148.9132734,39.83022939,!@9#%8,401.9859972,Poor,,,,,,,,,,,,
February,70,Longstrethy,42,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",24,22,9.78,9,Bad,2497.48,33.88856426,16 Years and 5 Months,Yes,148.9132734,375.7330662,LowspentSmallvaluepayments,116.0831604,Poor,,,,,,,,,,,,
March,70,Longstrethy,42,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",26,21,4.78,9,Bad,2497.48,24.30177052,16 Years and 6 Months,Yes,148.9132734,10000,HighspentMediumvaluepayments,407.1341931,Poor,,,,,,,,,,,,
April,70,Longstrethy,42,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",21,20,9.78,9,Bad,2497.48,29.57534481,16 Years and 7 Months,Yes,148.9132734,131.096168,HighspentMediumvaluepayments,320.7200586,Poor,,,,,,,,,,,,
May,70,Longstrethy,43,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",25,20,9.78,9,Bad,2497.48,28.94303915,16 Years and 8 Months,Yes,148.9132734,119.0870984,LowspentMediumvaluepayments,362.7291282,Poor,,,,,,,,,,,,
June,70,Longstrethy,43,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",24,23,9.78,9,Bad,2497.48,22.50520105,16 Years and 9 Months,Yes,148.9132734,55.56367935,HighspentMediumvaluepayments,396.2525472,Poor,,,,,,,,,,,,
July,70,Longstrethy,43,45207.54,,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",22,20,9.78,9,Bad,2497.48,28.69336879,16 Years and 10 Months,Yes,148.9132734,154.8627585,High_spent_Small_value_payments,306.953468,Poor,,,,,,,,,,,,
August,70,Longstrethy,43,45207.54,3507.295,8,8,2724,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",24,20,9.78,13,Bad,2497.48,25.09430322,16 Years and 11 Months,Yes,148.9132734,331.9257292,!@9#%8,159.8904974,Poor,,,,,,,,,,,,
January,71,Lisah,18,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",15,7,6.08,1,Good,1045.11,40.84068721,22 Years and 11 Months,No,136.9885566,573.4115905,HighspentSmallvaluepayments,730.5558529,Standard,,,,,,,,,,,,
February,71,,18,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",15,,6.08,1,Good,1045.11,36.33873578,23 Years and 0 Months,No,136.9885566,,HighspentLargevaluepayments,1026.919211,Standard,,,,,,,,,,,,
March,71,Lisah,18,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",15,8,12.08,1,Good,1045.11,43.6110939,NA,No,136.9885566,103.9012093,HighspentLargevaluepayments,1180.066234,Standard,,,,,,,,,,,,
